123 Log Analyzer Report
Domain name:NCSA 2009
Using Filter: 
generated on Mon Jul 13 10:14:11 2009

Time Period:01/Jan/2009:00:01:02 - 13/Jul/2009:14:12:57 total 194 day(s)

General Statistics
Total Hits,5112439
Total Cached Hits,5112439
Average Hits Per Day,26352
Average Hits Per Hour,1100
Average Hits Per Visitor,13.8
Average Data Transferred per Hit,0.0 KB
Total Visitors,371052
Average Visitors Per Day ,1912
Average Time Spent,323 Seconds
Average PageViews per visitor,5.36
Average Downloads per visitor,0.04
Average Data Transferred per Visitor,0.0 KB
Total Uniq IPs,41445
Visitors Who Visit Once,22139
Visitors Who Visit more than Once,19306
Total PageViews,1990090
Average PageViews Per Day,10258
Total File Downloads,14215
Average File Downloads Per Day,73
Total Images,2139782
Average Images Per Day,11029
Total failed requests,265742
Total Incomplete File downloads requests,966
Number of visitors bookmarked your web site,183973
Total Data Transferred,0.00 KB
Average Data Transferred per Day,0.00 KB


Access Report
Daily Report
Date,Hits,Visitors,Uniq IPs,Data Transferred(KB)
Fri May 29 2009,18693,11 days 5 hours 16 mins 11 secs,5 mins 40 secs
Sat May 30 2009,12636,9 days 5 hours 49 mins 1 secs,4 mins 55 secs
Sun May 31 2009,25651,17 days 15 hours 29 mins 57 secs,5 mins 12 secs
Mon Jun 01 2009,31665,24 days 8 hours 5 mins 20 secs,7 mins 10 secs
Tue Jun 02 2009,18156,12 days 14 hours 57 mins 34 secs,5 mins 29 secs
Wed Jun 03 2009,18000,11 days 18 hours 11 mins 23 secs,5 mins 8 secs
Thu Jun 04 2009,13767,9 days 5 hours 28 mins 7 secs,4 mins 50 secs
Fri Jun 05 2009,16701,11 days 10 hours 10 mins 48 secs,5 mins 23 secs
Sat Jun 06 2009,12717,8 days 11 hours 32 mins 33 secs,4 mins 44 secs
Sun Jun 07 2009,25424,17 days 6 hours 55 mins 50 secs,5 mins 0 secs
Mon Jun 08 2009,30490,21 days 9 hours 54 mins 31 secs,6 mins 37 secs
Tue Jun 09 2009,19444,13 days 9 hours 33 mins 56 secs,5 mins 51 secs
Wed Jun 10 2009,13706,8 days 5 hours 49 mins 33 secs,4 mins 38 secs
Thu Jun 11 2009,14405,9 days 7 hours 38 mins 49 secs,4 mins 55 secs
Fri Jun 12 2009,12824,8 days 5 hours 47 mins 14 secs,4 mins 50 secs
Sat Jun 13 2009,12016,8 days 1 hours 28 mins 47 secs,4 mins 49 secs
Sun Jun 14 2009,23995,16 days 19 hours 32 mins 19 secs,5 mins 23 secs
Mon Jun 15 2009,27096,18 days 18 hours 44 mins 20 secs,6 mins 23 secs
Tue Jun 16 2009,14138,9 days 9 hours 39 mins 59 secs,5 mins 8 secs
Wed Jun 17 2009,9996,6 days 4 hours 55 mins 30 secs,4 mins 8 secs
Thu Jun 18 2009,9570,6 days 12 hours 55 mins 44 secs,4 mins 33 secs
Fri Jun 19 2009,7185,4 days 13 hours 32 mins 10 secs,4 mins 21 secs
Sat Jun 20 2009,4671,2 days 19 hours 48 mins 31 secs,3 mins 26 secs
Sun Jun 21 2009,5458,3 days 6 hours 20 mins 56 secs,3 mins 41 secs
Mon Jun 22 2009,7758,4 days 11 hours 45 mins 21 secs,3 mins 41 secs
Tue Jun 23 2009,7695,4 days 17 hours 38 mins 24 secs,4 mins 32 secs
Wed Jun 24 2009,6734,4 days 2 hours 52 mins 3 secs,4 mins 20 secs
Thu Jun 25 2009,6246,3 days 17 hours 34 mins 6 secs,4 mins 25 secs
Fri Jun 26 2009,8030,4 days 22 hours 39 mins 14 secs,5 mins 36 secs
Sat Jun 27 2009,3070,1 days 22 hours 32 mins 28 secs,3 mins 48 secs
Sun Jun 28 2009,1992,1 days 9 hours 51 mins 34 secs,3 mins 7 secs
Mon Jun 29 2009,4946,3 days 0 hours 4 mins 7 secs,4 mins 1 secs
Tue Jun 30 2009,5505,2 days 19 hours 8 mins 28 secs,4 mins 13 secs
Wed Jul 01 2009,3827,2 days 5 hours 56 mins 29 secs,3 mins 50 secs
Thu Jul 02 2009,3416,2 days 2 hours 31 mins 48 secs,3 mins 27 secs
Fri Jul 03 2009,2579,1 days 13 hours 23 mins 14 secs,3 mins 21 secs
Sat Jul 04 2009,1250,1 days 7 hours 21 mins 52 secs,4 mins 37 secs
Sun Jul 05 2009,1345,1 days 4 hours 59 mins 13 secs,3 mins 32 secs
Mon Jul 06 2009,3991,2 days 17 hours 44 mins 5 secs,4 mins 58 secs
Tue Jul 07 2009,3818,2 days 20 hours 41 mins 19 secs,4 mins 52 secs
Wed Jul 08 2009,4100,2 days 12 hours 52 mins 57 secs,4 mins 21 secs
Thu Jul 09 2009,3991,2 days 3 hours 30 mins 37 secs,4 mins 1 secs
Fri Jul 10 2009,3910,2 days 1 hours 44 mins 53 secs,3 mins 49 secs
Sat Jul 11 2009,1980,1 days 14 hours 31 mins 28 secs,4 mins 26 secs
Sun Jul 12 2009,1800,1 days 16 hours 34 mins 15 secs,4 mins 49 secs
Mon Jul 13 2009,2031,1 days 4 hours 29 mins 43 secs,4 mins 21 secs


Visitor Information
Most Recent Visitors
Rank#,IP address,Domain name,Country,Time of Last Access,Who owns this IP address
1,96.240.0.157,Disabled,United States of America,13/Jul/2009:14:12:06,N/A
2,68.192.37.91,Disabled,United States of America,13/Jul/2009:14:11:46,N/A
3,69.116.93.141,Disabled,United States of America,13/Jul/2009:14:09:51,N/A
4,64.12.116.12,Disabled,United States of America,13/Jul/2009:14:06:10,N/A
5,69.116.187.194,Disabled,United States of America,13/Jul/2009:14:05:20,N/A
6,64.12.116.7,Disabled,United States of America,13/Jul/2009:14:05:15,N/A
7,64.12.116.18,Disabled,United States of America,13/Jul/2009:14:05:10,N/A
8,173.70.138.48,Disabled,United States of America,13/Jul/2009:14:04:50,N/A
9,64.12.117.8,Disabled,United States of America,13/Jul/2009:14:04:09,N/A
10,64.12.117.13,Disabled,United States of America,13/Jul/2009:14:03:45,N/A
Visitors who had the most hits on the web site
Rank#,IP address,Domain name,Country,Total Hits,Who owns this IP address
1,69.116.93.141,Disabled,United States of America,57334,N/A
2,67.80.44.149,Disabled,United States of America,39257,N/A
3,71.172.80.6,Disabled,United States of America,32852,N/A
4,173.70.120.33,Disabled,United States of America,26632,N/A
5,173.70.42.244,Disabled,United States of America,23828,N/A
6,173.3.214.127,Disabled,United States of America,23444,N/A
7,98.109.107.4,Disabled,United States of America,15551,N/A
8,68.192.32.72,Disabled,United States of America,14669,N/A
9,67.80.59.41,Disabled,United States of America,14087,N/A
10,68.197.126.229,Disabled,United States of America,12570,N/A
Visitors who used the most bandwidth
Rank#,IP address,Domain name,Country,Bandwidth(Megabytes),Who owns this IP address
1,4.20.178.68,Disabled,United States of America,0.00,N/A
2,4.58.0.2,Disabled,United States of America,0.00,N/A
3,4.71.175.131,Disabled,United States of America,0.00,N/A
4,4.78.176.218,Disabled,United States of America,0.00,N/A
5,4.78.177.10,Disabled,United States of America,0.00,N/A
6,4.79.1.1,Disabled,United States of America,0.00,N/A
7,4.79.17.248,Disabled,United States of America,0.00,N/A
8,4.156.159.51,Disabled,United States of America,0.00,N/A
9,4.156.228.44,Disabled,United States of America,0.00,N/A
10,4.188.78.193,Disabled,United States of America,0.00,N/A
Visitors who spent the most time on the web site
Rank#,IP address,Domain name,Country,Visitor Stay Length,Who owns this IP address
1,205.188.116.17,Disabled,United States of America,29 days 0 hours 34 mins 45 secs,N/A
2,64.12.116.17,Disabled,United States of America,28 days 11 hours 4 mins 38 secs,N/A
3,205.188.117.71,Disabled,United States of America,25 days 16 hours 30 mins 12 secs,N/A
4,64.12.117.71,Disabled,United States of America,24 days 9 hours 25 mins 12 secs,N/A
5,205.188.116.18,Disabled,United States of America,19 days 18 hours 7 mins 30 secs,N/A
6,64.12.116.18,Disabled,United States of America,18 days 6 hours 37 mins 43 secs,N/A
7,64.12.116.131,Disabled,United States of America,15 days 23 hours 20 mins 54 secs,N/A
8,69.116.93.141,Disabled,United States of America,13 days 21 hours 0 mins 55 secs,N/A
9,74.6.8.121,Disabled,United States of America,13 days 7 hours 49 mins 34 secs,N/A
10,205.188.116.75,Disabled,United States of America,12 days 19 hours 23 mins 43 secs,N/A
Top Authenticated Visitors
Rank#,User Name,Last Visit Time,Visits,PageViews,Stay Length,Bandwidth(Megabytes)


Visiting Spiders (Automated programs which search the Internet)
Rank#,Spider,Hits
1,ia_archiver,266
2,Google.com/Googlebot,114


Web pages and files statistics
Most Popular Web Pages
Rank#,Page,Hits,Incomplete requests,Visits,Data Transfered(KB)
1,/gameSchedule.cfm,499544,0,86265,0
2,/standings.cfm,331572,0,51482,0
3,/,254176,0,125507,0
4,/fieldDirPop.cfm,71511,0,0,0
5,/teamFlightDisplay.cfm,57134,0,7401,0
6,/clubTeams.cfm,51042,0,5972,0
7,/login.cfm,49402,0,8560,0
8,/loginHome.cfm,49271,0,7714,0
9,/loginAction.cfm,44175,0,7055,0
10,/clubContactDetails.cfm,27858,0,6068,0
11,/ncsaCornerList.cfm,27500,0,4562,0
12,/refAssignedGames.cfm,22549,0,0,0
13,/clubReps.cfm,19395,0,3688,0
14,/clubContacts.cfm,19271,0,2164,0
15,/ncsaCornerPost.cfm,19175,0,3065,0
16,/calendar.cfm,19145,0,2718,0
17,/ncsaCorner.cfm,18875,0,4211,0
18,/coachespage.cfm,17526,0,3810,0
19,/index.cfm,16646,0,2902,0
20,/logout.cfm,15557,0,2727,0
21,/historyFinalSTD.cfm,15324,0,976,0
22,/fieldDirections.cfm,14564,0,4617,0
23,/readMore.cfm,11723,0,3012,0
24,/scoreEdit.cfm,11489,0,419,0
25,/GameList.cfm,10630,0,0,0
26,/playerspage.cfm,10405,0,2272,0
27,/history.cfm,9979,0,1056,0
28,/GameRefReportList.cfm,9347,0,0,0
29,/refAssign.cfm,9271,0,0,0
30,/refBulkAssign.cfm,9263,0,2,0
31,/gameReportSubmit.cfm,9149,0,0,0
32,/coachesList.cfm,8877,0,936,0
33,/fields.cfm,8374,0,1487,0
34,/Fields.cfm,7551,0,1628,0
35,/ncsaCornerReplies.cfm,7453,0,891,0
36,/gameList.cfm,6785,0,1,0
37,/boardContacts.cfm,6466,0,3008,0
38,/gameRefReportPrint.cfm,6421,0,0,0
39,/regTeamList.cfm,6183,0,554,0
40,/contactList.cfm,6041,0,714,0
41,/gamesConduct.cfm,5937,0,863,0
42,/gameEditTimeField.cfm,5748,0,0,0
43,/parentspage.cfm,5711,0,1087,0
44,/clubWeb.cfm,4971,0,1201,0
45,/gameChangeList.cfm,4829,0,0,0
46,/gameEdit.cfm,4494,0,0,0
47,/gameChangeREQedit.cfm,4448,0,0,0
48,/gameRequestList.cfm,4076,0,21,0
49,/gameChangeProcess.cfm,3950,0,0,0
50,/ncsaRef.cfm,3934,0,888,0
51,/agebracket.cfm,3830,0,985,0
52,/contactEdit.cfm,3611,0,429,0
53,/historyScore.cfm,3559,0,324,0
54,/finesListAll.cfm,3303,0,171,0
55,/refereeFee.cfm,3218,0,498,0
56,/GameChangeList.cfm,3205,0,14,0
57,/formsDownload.cfm,3030,0,553,0
58,/teamCreate.cfm,3013,0,268,0
59,/viewReports.cfm,2785,0,111,0
60,/mission.cfm,2714,0,416,0
61,/contactRequestList.cfm,2627,0,74,0
62,/GameRequestList.cfm,2545,0,6,0
63,/presmessage.cfm,2326,0,453,0
64,/ContactEdit.cfm,2305,0,255,0
65,/approveTeamNewSeason.cfm,1979,0,71,0
66,/assets/,1907,0,388,0
67,/regTeamTBS.cfm,1907,0,10,0
68,/teamAppealListApprove.cfm,1831,0,189,0
69,/fieldDirectionsEdit.cfm,1826,0,66,0
70,/fineEdit.cfm,1806,0,1,0
71,/underConst.cfm,1780,0,63,0
72,/rptTBSselection.cfm,1776,0,0,0
73,/ApproveTeamNewSeason.cfm,1764,0,60,0
74,/refAssignmentDisplay.cfm,1741,0,0,0
75,/ncsaCornerAdminReplies.cfm,1703,0,8,0
76,/contactRequestDisplay.cfm,1683,0,55,0
77,/gameAddReqList.cfm,1682,0,0,0
78,/teamEdit.cfm,1680,0,138,0
79,/contactCreate.cfm,1647,0,230,0
80,/loginhome.cfm,1609,0,176,0
81,/ContactRequestDisplay.cfm,1572,0,52,0
82,/teamSummary.cfm,1458,0,289,0
83,/approveReviewTeam.cfm,1457,0,53,0
84,/ContactCreate.cfm,1453,0,172,0
85,/ApproveReviewTeam.cfm,1409,0,48,0
86,/newClubApplic.cfm,1348,0,325,0
87,/refMatchReportView.cfm,1281,0,0,0
88,/approveTeamTBS.cfm,1279,0,76,0
89,/refAssignmentReport.cfm,1216,0,0,0
90,/ncsaCornerAdminPost.cfm,1199,0,7,0
91,/rptPendingTBSgames.cfm,1121,0,0,0
92,/gameAddRequest.cfm,1084,0,0,0
93,/contactUs.cfm,1051,0,243,0
94,/ncsaCornerAdminList.cfm,1035,0,12,0
95,/ApproveTeamTBS.cfm,1023,0,61,0
96,/ApproveClubNewSeason.cfm,996,0,93,0
97,/externalLinks.cfm,992,0,290,0
98,/siteIndex.cfm,955,0,245,0
99,/refereeList.cfm,951,0,1,0
100,/fieldDirectionsAdd.cfm,949,0,132,0
101,/ContactList.cfm,916,0,68,0
102,/FieldRequestList.cfm,867,0,16,0
103,/fieldAvailClubList.cfm,860,0,42,0
104,/regteamTBS.cfm,818,0,1,0
105,/refereeContactInfo.cfm,804,0,0,0
106,/cautionEjectRpt.cfm,760,0,6,0
107,/fieldList.cfm,723,0,168,0
108,/pwEditUser.cfm,722,0,65,0
109,/refereeUnpaidAdd.cfm,705,0,0,0
110,/fieldAvailEdit.cfm,689,0,8,0
111,/refereeGameReport.cfm,685,0,0,0
112,/teamsSummaryMatrix.cfm,663,0,136,0
113,/pageEdit.cfm,616,0,5,0
114,/gameSchedulePDF.cfm,610,0,0,0
115,/teamlist.cfm,591,0,8,0
116,/ncsaCornerAdmin.cfm,559,0,18,0
117,/clubAdminEdit.cfm,555,0,27,0
118,/finePrint.cfm,552,0,0,0
119,/fineDisplay.cfm,548,0,0,0
120,/refFormsDnld.cfm,544,0,0,0
121,/userEditPersonalData.cfm,526,0,23,0
122,/regInfoDeadline.cfm,512,0,166,0
123,/faq.cfm,504,0,138,0
124,/teamAppealList.cfm,495,0,1,0
125,/rptGameMissingScore.cfm,452,0,0,0
126,/refereeMaintain.cfm,426,0,0,0
127,/registerClub.cfm,399,0,144,0
128,/formsView.cfm,393,0,0,0
129,/gameAddRequestProcess.cfm,378,0,0,0
130,/gameAddReqLog.cfm,374,0,0,0
131,/clubEditInfo.cfm,369,0,9,0
132,/fieldlist.cfm,365,0,14,0
133,/logViewDetails.cfm,350,0,0,0
134,/regAppNewClub.cfm,346,0,23,0
135,/RefereeMaintain.cfm,342,0,0,0
136,/approveReviewClub.cfm,337,0,36,0
137,/regteamlist.cfm,335,0,117,0
138,/rptGameGapTime.cfm,333,0,0,0
139,/FieldList.cfm,324,0,39,0
140,/refLinksPage.cfm,311,0,0,0
141,/rptGameOverlap.cfm,291,0,0,0
142,/rptCoachesEmail.cfm,281,0,0,0
143,/ageBracket.cfm,274,0,79,0
144,/assets,268,0,17,0
145,/logGameLogList.cfm,265,0,4,0
146,/financialList.cfm,229,0,50,0
147,/regNewClubDetail.cfm,212,0,10,0
148,/rptScoreDiscrep.cfm,205,0,0,0
149,/rptRefAssSum.cfm,194,0,0,0
150,/teamList.cfm,179,0,8,0
151,/teamClubAdminReg.cfm,176,0,6,0
152,/refAssignmentGameView.cfm,172,0,0,0
153,/rptFinesListAll.cfm,166,0,0,0
154,/refAssignedGamesPDF.cfm,166,0,0,0
155,/rptMatchTeamLateSts.cfm,158,0,0,0
156,/rptFieldAvail.cfm,157,0,0,0
157,/refAssignAdminRefList.cfm,149,0,0,0
158,/siteSetting.cfm,146,0,0,0
159,/TeamList.cfm,144,0,0,0
160,/teamsApproveTBS.cfm,141,0,68,0
161,/CalendarManage.cfm,126,0,5,0
162,/ClubEditInfo.cfm,119,0,4,0
163,/AssignorMapFields.cfm,114,0,1,0
164,/CFIDE/administrator/logviewer/searchlog.cfm,110,0,2,0
165,/approveClubNewSeason.cfm,108,0,19,0
166,/gameReportEdit.cfm,108,0,0,0
167,/clubAssignField.cfm,107,0,2,0
168,/gameRefReportList.cfm,103,0,0,0
169,/gameschedule.cfm,97,0,0,0
170,/ClubAssignField.cfm,96,0,2,0
171,/approveReviewField.cfm,94,0,2,0
172,/fieldAvailList.cfm,93,0,1,0
173,/rptGameNotPlayed.cfm,91,0,0,0
174,/gameAdd.cfm,91,0,0,0
175,/refPublishAssignDate.cfm,89,0,0,0
176,/rptGameOverLap.cfm,89,0,0,0
177,/rptPlayerInj.cfm,87,0,0,0
178,/parentsPage.cfm,85,0,26,0
179,/rptMatchRepFieldCondSpecific.cfm,84,0,0,0
180,/utilSiteAccess.cfm,83,0,0,0
181,/coachesPage.cfm,82,0,21,0
182,/rptGamesmissingreport.cfm,80,0,0,0
183,/rptMatchComments.cfm,78,0,0,0
184,/rptTeamID.cfm,77,0,0,0
185,/rptAppTeamSummary.cfm,75,0,0,0
186,/refAssignmentReportPDF.cfm,75,0,0,0
187,/rptfieldAvail.cfm,72,0,0,0
188,/CFIDE/administrator/index.cfm,70,0,3,0
189,/rptRegSeasonAppTeams.cfm,69,0,0,0
190,/rptRefereeData.cfm,68,0,0,0
191,/downloads,68,0,0,0
192,/boardContactEdit.cfm,67,0,1,0
193,/seasonMaintenance.cfm,67,0,7,0
194,/rptGameExcessScore.cfm,65,0,0,0
195,/rptMatchRepFieldCond.cfm,63,0,0,0
196,/playersPage.cfm,63,0,25,0
197,/feeSchedule.cfm,61,0,2,0
198,/rptMatchPartConduct.cfm,61,0,0,0
199,/refereeMisconductList.cfm,61,0,2,0
200,/rptNoMatchRepFiled.cfm,60,0,0,0
Most Downloaded Files
Rank#,File,Hits,Incomplete requests,Visits,Data Transfered(KB)
1,/assets/matchdayform.doc,5759,178,N/A,0
2,/assets/NCSA_Rules_Spring_2009.pdf,3781,618,N/A,0
3,/assets/NCSA_Rules_Fall2008.doc,1900,137,N/A,0
4,/assets/matchdayroster.doc,1033,13,N/A,0
5,/assets/REFeval.doc,725,9,N/A,0
6,/assets/ByLaws2003.doc,695,11,N/A,0
7,/assets/Unpaid_Refree_Form.doc,303,0,N/A,0
8,/CFIDE/administrator/favicon.ico,10,0,N/A,0
9,/assets/ncsa_rules_spring_2009.pdf,2,0,N/A,0
10,/docs/Spring2008DivisionChampions.xls,2,0,N/A,0
11,/MATCHDAYFORM.doc,2,0,N/A,0
12,/assets/ncsa_rules_fall2008.doc,1,0,N/A,0
13,/assets/NCSA_Rules_Spring+2009+(032409).pdf,1,0,N/A,0
14,/assets/Refeval.doc,1,0,N/A,0
Most Popular Images
Rank#,Image,Hits,Incomplete requests,Data Transfered(KB)
1,/assets/images/powered_new2.gif,300687,57,0
2,/assets/images/NCSA.jpg,298471,253,0
3,/assets/images/soccer_ball_bullet.jpg,298007,23,0
4,/assets/images/soccerball.gif,296026,23,0
5,/assets/images/lightBlueBG.jpg,178989,2,0
6,/assets/images/kickintogoal.jpg,177389,125,0
7,/assets/images/soccerOrange.jpg,173874,66,0
8,/assets/images/homeTitle.gif,173739,10,0
9,/assets/images/referee_right.jpg,20331,6,0
10,/assets/images/referee_left.jpg,17279,1,0
11,/assets/images/referee_table_bg.gif,17158,0,0
12,/assets/images/referee_main.jpg,17110,6,0
13,/assets/images/referee_title.gif,17084,4,0
14,/assets/images/coaches_right.jpg,13108,4,0
15,/assets/images/coaches.jpg,13076,5,0
16,/assets/images/coaches_title.gif,13059,1,0
17,/assets/images/players_left.jpg,8765,1,0
18,/assets/images/boySoccerPlayers+copy.jpg,8727,2,0
19,/assets/images/player_main.jpg,8713,4,0
20,/assets/images/green_bg.jpg,8687,0,0
21,/assets/images/playerSideline.gif,8679,0,0
22,/assets/images/parents_left.jpg,8216,4,0
23,/assets/images/parents_main.jpg,8200,5,0
24,/assets/images/cal.gif,6600,0,0
25,/assets/images/parents_title.gif,4889,1,0
26,/assets/images/parents_right.jpg,4885,3,0
27,/assets/images/gamesConductCorner.gif,4799,0,0
28,/assets/images/miscontduct.jpg,4789,0,0
29,/assets/images/club_main.jpg,4503,1,0
30,/assets/images/club_title.gif,4467,0,0
31,/assets/images/club_left.jpg,4430,0,0
32,/assets/images/club_right.jpg,4428,0,0
33,/assets/images/board-title.gif,3401,0,0
34,/assets/images/adobe_reader.gif,2545,0,0
35,/assets/images/usyouthsoccer.JPG,556,0,0
36,/assets/images/USYS.JPG,555,0,0
37,/assets/images/ussoccer.JPG,555,0,0
38,/assets/images/LawsOfTheGames.JPG,554,0,0
39,/assets/images/Fifa.JPG,554,0,0
40,/assets/images/SoccerCoach.JPG,554,0,0
41,/assets/images/USSoccerFoundation.JPG,553,0,0
42,/CFIDE/administrator/images/spacer.gif,43,0,0
43,/CFIDE/administrator/images/adobelogo.gif,41,0,0
44,/CFIDE/administrator/images/loginbackground.jpg,41,0,0
45,/gameschedule.cfm/assets/images/NCSA.jpg,20,0,0
46,/gameschedule.cfm/assets/images/soccerball.gif,20,0,0
47,/gameschedule.cfm/assets/images/powered_new2.gif,20,0,0
48,/gameschedule.cfm/assets/images/soccer_ball_bullet.jpg,20,0,0
49,/gameSchedule.cfm/assets/images/NCSA.jpg,16,0,0
50,/gameSchedule.cfm/assets/images/soccerball.gif,16,0,0
51,/gameSchedule.cfm/assets/images/powered_new2.gif,16,0,0
52,/gameSchedule.cfm/assets/images/soccer_ball_bullet.jpg,16,0,0
53,/CFIDE/administrator/images/collapseallicon.gif,15,0,0
54,/CFIDE/administrator/images/contentframebottombackground.png,15,0,0
55,/CFIDE/administrator/images/cap_menuitem_topleft.png,15,0,0
56,/CFIDE/administrator/images/cap_menuitem_topright.png,15,0,0
57,/CFIDE/administrator/images/cap_menuitem_topbackground.png,15,0,0
58,/CFIDE/administrator/images/contentframetopleft.png,15,0,0
59,/CFIDE/administrator/images/contentframetopbackground.png,15,0,0
60,/CFIDE/administrator/images/contentframetopright.png,15,0,0
61,/CFIDE/administrator/images/contentframebottomleft.png,15,0,0
62,/CFIDE/administrator/images/contentframebottomright.png,15,0,0
63,/CFIDE/administrator/images/contentframerightbackground.png,15,0,0
64,/CFIDE/administrator/images/contentframeleftbackground.png,15,0,0
65,/CFIDE/administrator/images/detailsicon.gif,15,0,0
66,/CFIDE/administrator/images/cap_content_white_main_bottom_right.gif,15,0,0
67,/CFIDE/administrator/images/cap_content_white_main_bottom_left.gif,15,0,0
68,/CFIDE/administrator/images/cap_content_white_main_top_left.gif,15,0,0
69,/CFIDE/administrator/images/cap_content_white_main_top_right.gif,15,0,0
70,/CFIDE/administrator/images/arrow_opened.gif,15,0,0
71,/CFIDE/administrator/images/cap_menuitem_bottomright.png,15,0,0
72,/CFIDE/administrator/images/cap_menuitem_bottomleft.png,15,0,0
73,/CFIDE/administrator/images/Banner_CFAdministrator.gif,15,0,0
74,/CFIDE/administrator/images/cap_menuitem_background.png,15,0,0
75,/CFIDE/administrator/images/cap_menuitem_bottombackground.png,15,0,0
76,/CFIDE/administrator/images/navframebackground.png,15,0,0
77,/CFIDE/administrator/images/infoicon.gif,15,0,0
78,/CFIDE/administrator/images/arrow_closed.gif,15,0,0
79,/CFIDE/administrator/images/helpicon.gif,15,0,0
80,/CFIDE/administrator/images/expandallicon.gif,15,0,0
81,/CFIDE/administrator/images/spacer_10_x_10.gif,15,0,0
82,/CFIDE/administrator/images/view.gif,11,0,0
83,/CFIDE/administrator/images/archive.gif,11,0,0
84,/CFIDE/administrator/images/download.gif,11,0,0
85,/CFIDE/administrator/images/delete_button.gif,11,0,0
86,/CFIDE/debug/images/topdoc.gif,9,0,0
87,/CFIDE/administrator/images/back.gif,8,0,0
88,/CFIDE/administrator/images/spacer_5_x_5.gif,8,0,0
89,/assets/images/homeTitle.png,2,0,0
90,/calendar.cfm/assets/images/NCSA.jpg,2,0,0
91,/calendar.cfm/assets/images/powered_new2.gif,2,0,0
92,/assets/images/parents_title.jpg,2,0,0
93,/calendar.cfm/assets/images/soccer_ball_bullet.jpg,2,0,0
94,/calendar.cfm/assets/images/soccerball.gif,2,0,0
95,/CFIDE/administrator/images/update.gif,2,0,0
96,/standings.cfm/assets/images/soccerball.gif,1,0,0
97,/standings.cfm/assets/images/soccer_ball_bullet.jpg,1,0,0
98,/standings.cfm/assets/images/NCSA.jpg,1,0,0
99,/standings.cfm/assets/images/powered_new2.gif,1,0,0
Most Popular Directories
Rank#,Directory,Hits,Data Transfered(KB)
1,/,2681602,0
2,/assets/images/,2138995,0
3,/assets/,16128,0
4,/CFIDE/administrator/images/,622,0
5,/downloads/,249,0
6,/CFIDE/administrator/,208,0
7,/CFIDE/administrator/logviewer/,110,0
8,/gameschedule.cfm/assets/images/,80,0
9,/gameSchedule.cfm/assets/images/,64,0
10,/gameschedule.cfm/,60,0
11,/gameSchedule.cfm/,48,0
12,/CFIDE/administrator/debugging/,36,0
13,/CFIDE/administrator/logging/,23,0
14,/CFIDE/scripts/,20,0
15,/uploads/,18,0
16,/cfide/,16,0
17,/cfide/administrator/,16,0
18,/CFIDE/debug/images/,9,0
19,/calendar.cfm/assets/images/,8,0
20,/docs/,5,0
21,/standings.cfm/assets/images/,4,0
22,/standings.cfm/,3,0
23,/calendar.cfm/,3,0
24,/CFIDE/administrator/settings/,2,0
25,/asp/,1,0
Top Entry Pages and Files
Rank#,Page/File,Count
1,/,125053
2,/gameSchedule.cfm,24404
3,/standings.cfm,9941
4,/fieldDirections.cfm,3656
5,/clubContactDetails.cfm,3263
6,/ncsaCornerList.cfm,2015
7,/loginHome.cfm,1975
8,/login.cfm,1929
9,/ncsaCornerPost.cfm,1850
10,/clubTeams.cfm,1447
11,/teamFlightDisplay.cfm,1371
12,/ncsaCorner.cfm,1331
13,/readMore.cfm,1105
14,/coachespage.cfm,979
15,/loginAction.cfm,902
16,/calendar.cfm,770
17,/clubContacts.cfm,768
18,/logout.cfm,705
19,/clubReps.cfm,617
20,/playerspage.cfm,593
21,/boardContacts.cfm,587
22,/ncsaCornerReplies.cfm,581
23,/Fields.cfm,579
24,/index.cfm,550
25,/fields.cfm,528
26,/scoreEdit.cfm,410
27,/agebracket.cfm,379
28,/ncsaRef.cfm,327
29,/parentspage.cfm,324
30,/clubWeb.cfm,321
31,/historyFinalSTD.cfm,295
32,/coachesList.cfm,266
33,/presmessage.cfm,259
34,/formsDownload.cfm,245
35,/history.cfm,210
36,/mission.cfm,201
37,/refereeFee.cfm,200
38,/newClubApplic.cfm,182
39,/contactList.cfm,181
40,/gamesConduct.cfm,157
41,/externalLinks.cfm,143
42,/assets/,134
43,/contactUs.cfm,124
44,/historyScore.cfm,112
45,/regTeamList.cfm,103
46,/teamAppealListApprove.cfm,95
47,/siteIndex.cfm,91
48,/contactEdit.cfm,78
49,/faq.cfm,76
50,/loginhome.cfm,75
51,/viewReports.cfm,63
52,/teamEdit.cfm,52
53,/teamCreate.cfm,50
54,/finesListAll.cfm,33
55,/ageBracket.cfm,32
56,/teamSummary.cfm,30
57,/contactCreate.cfm,28
58,/ContactCreate.cfm,23
59,/ContactEdit.cfm,22
60,/regInfoDeadline.cfm,21
61,/fieldDirectionsAdd.cfm,21
62,/userEditPersonalData.cfm,20
63,/parentsPage.cfm,19
64,/pwEditUser.cfm,17
65,/teamsSummaryMatrix.cfm,15
66,/playersPage.cfm,14
67,/fieldList.cfm,14
68,/assets,12
69,/coachesPage.cfm,12
70,/registerClub.cfm,11
71,/fieldAvailClubList.cfm,10
72,/FieldList.cfm,6
73,/ncsaCornerAdmin.cfm,6
74,/regAppNewClub.cfm,6
75,/financialList.cfm,5
76,/clubteams.cfm,5
77,/ApproveClubNewSeason.cfm,4
78,/ncsaCornerAdminList.cfm,4
