123 Log Analyzer Report
Domain name:NCSA 2009
Using Filter: 
generated on Mon Jul 13 10:14:11 2009

Time Period:01/Jan/2009:00:01:02 - 13/Jul/2009:14:12:57 total 194 day(s)

General Statistics
Total Hits,5112439
Total Cached Hits,5112439
Average Hits Per Day,26352
Average Hits Per Hour,1100
Average Hits Per Visitor,13.8
Average Data Transferred per Hit,0.0 KB
Total Visitors,371052
Average Visitors Per Day ,1912
Average Time Spent,323 Seconds
Average PageViews per visitor,5.36
Average Downloads per visitor,0.04
Average Data Transferred per Visitor,0.0 KB
Total Uniq IPs,41445
Visitors Who Visit Once,22139
Visitors Who Visit more than Once,19306
Total PageViews,1990090
Average PageViews Per Day,10258
Total File Downloads,14215
Average File Downloads Per Day,73
Total Images,2139782
Average Images Per Day,11029
Total failed requests,265742
Total Incomplete File downloads requests,966
Number of visitors bookmarked your web site,183973
Total Data Transferred,0.00 KB
Average Data Transferred per Day,0.00 KB


Access Report
Daily Report
Date,Hits,Visitors,Uniq IPs,Data Transferred(KB)
79,/contactRequestList.cfm,3
80,/docs/,3
81,/regteamlist.cfm,2
82,/cautionEjectRptFall2008.cfm,1
83,/fieldsApproved.cfm,1
84,/teamList.cfm,1
Top Exit Pages and Files
Rank#,Page/File,Count
1,/gameSchedule.cfm,69427
2,/standings.cfm,40573
3,/,24409
4,/teamFlightDisplay.cfm,5693
5,/loginHome.cfm,4889
6,/fieldDirections.cfm,4454
7,/clubContactDetails.cfm,4402
8,/clubTeams.cfm,3525
9,/ncsaCornerList.cfm,3281
10,/boardContacts.cfm,2688
11,/index.cfm,2600
12,/ncsaCornerPost.cfm,2489
13,/login.cfm,2299
14,/calendar.cfm,1808
15,/readMore.cfm,1672
16,/coachespage.cfm,1646
17,/ncsaCorner.cfm,1606
18,/clubContacts.cfm,1530
19,/playerspage.cfm,1011
20,/loginAction.cfm,948
21,/clubWeb.cfm,826
22,/agebracket.cfm,760
23,/clubReps.cfm,738
24,/historyFinalSTD.cfm,680
25,/ncsaCornerReplies.cfm,652
26,/Fields.cfm,643
27,/ncsaRef.cfm,635
28,/coachesList.cfm,627
29,/fields.cfm,594
30,/gamesConduct.cfm,510
31,/parentspage.cfm,437
32,/logout.cfm,421
33,/scoreEdit.cfm,410
34,/formsDownload.cfm,366
35,/refereeFee.cfm,319
36,/presmessage.cfm,297
37,/contactList.cfm,241
38,/mission.cfm,239
39,/externalLinks.cfm,226
40,/historyScore.cfm,222
41,/history.cfm,222
42,/newClubApplic.cfm,204
43,/contactUs.cfm,159
44,/regTeamList.cfm,152
45,/teamAppealListApprove.cfm,142
46,/assets/,134
47,/contactEdit.cfm,117
48,/siteIndex.cfm,115
49,/finesListAll.cfm,75
50,/faq.cfm,71
51,/loginhome.cfm,69
52,/teamCreate.cfm,68
53,/viewReports.cfm,64
54,/teamEdit.cfm,56
55,/teamSummary.cfm,56
56,/ageBracket.cfm,52
57,/regInfoDeadline.cfm,40
58,/teamsSummaryMatrix.cfm,34
59,/ContactCreate.cfm,30
60,/ContactEdit.cfm,29
61,/regteamlist.cfm,29
62,/fieldDirectionsAdd.cfm,28
63,/contactCreate.cfm,25
64,/fieldList.cfm,22
65,/userEditPersonalData.cfm,20
66,/pwEditUser.cfm,19
67,/playersPage.cfm,18
68,/parentsPage.cfm,17
69,/ApproveClubNewSeason.cfm,15
70,/coachesPage.cfm,15
71,/registerClub.cfm,14
72,/contactRequestList.cfm,11
73,/fieldAvailClubList.cfm,11
74,/approveTeamNewSeason.cfm,11
75,/ncsaCornerAdmin.cfm,10
76,/FieldList.cfm,9
77,/financialList.cfm,9
78,/ApproveTeamTBS.cfm,7
79,/ncsaCornerAdminList.cfm,6
80,/regAppNewClub.cfm,6
81,/fieldDirectionsEdit.cfm,5
82,/approveTeamTBS.cfm,5
83,/clubteams.cfm,5
84,/ContactList.cfm,5
85,/approveReviewClub.cfm,4
86,/underConst.cfm,4
87,/approveReviewTeam.cfm,4
88,/regNewClubDetail.cfm,3
89,/ApproveReviewTeam.cfm,3
90,/assets,3
91,/teamsApproveTBS.cfm,2
92,/ApproveTeamNewSeason.cfm,2
93,/clubAdminEdit.cfm,2
94,/clubEditInfo.cfm,2
95,/cautionEjectRptFall2008.cfm,2
96,/approveClubNewSeason.cfm,2
97,/CalendarManage.cfm,2
98,/fieldlist.cfm,2
99,/teamlist.cfm,1
100,/CFIDE/administrator/index.cfm,1
101,/ContactRequestDisplay.cfm,1
102,/FieldRequestList.cfm,1
103,/PlayWEsetUp.cfm,1
104,/regNewClubApprove.cfm,1
105,/fieldAvailEdit.cfm,1
106,/docs,1
107,/financialOS.cfm,1
108,/teamList.cfm,1
109,/teamClubAdminReg.cfm,1
110,/contactRequestDisplay.cfm,1
Most Path Throughs
Rank#,Path,Count,Percentage
1,/->/gameSchedule.cfm,36148,34.69%
2,/,22444,21.54%
3,/gameSchedule.cfm,21067,20.22%
4,/->/standings.cfm,19513,18.73%
5,/standings.cfm,8713,8.36%
6,/->/gameSchedule.cfm->/standings.cfm,7762,7.45%
7,/->/standings.cfm->/gameSchedule.cfm,5278,5.07%
8,/fieldDirections.cfm,3542,3.40%
9,/->/teamFlightDisplay.cfm,3098,2.97%
10,/->/login.cfm->/loginAction.cfm->/loginHome.cfm,2860,2.74%
11,/clubContactDetails.cfm,2858,2.74%
12,/gameSchedule.cfm->/standings.cfm,2591,2.49%
13,/->/boardContacts.cfm,1968,1.89%
14,/ncsaCornerList.cfm,1914,1.84%
15,/login.cfm,1783,1.71%
16,/loginHome.cfm,1774,1.70%
17,/ncsaCornerPost.cfm,1729,1.66%
18,/->/gameSchedule.cfm->/standings.cfm->/gameSchedule.cfm,1715,1.65%
19,/->/login.cfm->/loginAction.cfm->/loginHome.cfm->/logout.cfm->/index.cfm,1624,1.56%
20,/clubTeams.cfm,1194,1.15%
21,/ncsaCorner.cfm,1177,1.13%
22,/standings.cfm->/gameSchedule.cfm,1159,1.11%
23,/teamFlightDisplay.cfm,1119,1.07%
24,/readMore.cfm,968,0.93%
25,/coachespage.cfm,930,0.89%
26,/->/clubTeams.cfm,877,0.84%
27,/loginAction.cfm,843,0.81%
28,/clubContacts.cfm,678,0.65%
29,/->/Fields.cfm->/fields.cfm->/fieldDirections.cfm,678,0.65%
30,/->/readMore.cfm->/gameSchedule.cfm,616,0.59%
31,/->/ncsaCorner.cfm->/ncsaCornerList.cfm,613,0.59%
32,/->/clubReps.cfm->/clubContactDetails.cfm,590,0.57%
33,/->/gameSchedule.cfm->/standings.cfm->/gameSchedule.cfm->/standings.cfm,573,0.55%
34,/ncsaCornerReplies.cfm,570,0.55%
35,/Fields.cfm,567,0.54%
36,/boardContacts.cfm,533,0.51%
37,/calendar.cfm,532,0.51%
38,/->/gameSchedule.cfm->/clubTeams.cfm,528,0.51%
39,/playerspage.cfm,525,0.50%
40,/->/gameSchedule.cfm->/,523,0.50%
41,/index.cfm,504,0.48%
42,/clubReps.cfm,491,0.47%
43,/fields.cfm,460,0.44%
44,/->/standings.cfm->/->/standings.cfm,441,0.42%
45,/scoreEdit.cfm,410,0.39%
46,/logout.cfm,410,0.39%
47,/->/calendar.cfm,395,0.38%
48,/->/clubTeams.cfm->/gameSchedule.cfm,386,0.37%
49,/->/clubContacts.cfm,386,0.37%
50,/->/standings.cfm->/gameSchedule.cfm->/standings.cfm->/gameSchedule.cfm,372,0.36%
51,/->/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCornerPost.cfm,362,0.35%
52,/agebracket.cfm,345,0.33%
53,/->/gameSchedule.cfm->/teamFlightDisplay.cfm,321,0.31%
54,/ncsaRef.cfm,314,0.30%
55,/clubWeb.cfm,307,0.29%
56,/parentspage.cfm,291,0.28%
57,/historyFinalSTD.cfm,287,0.28%
58,/->/readMore.cfm,285,0.27%
59,/->/agebracket.cfm,275,0.26%
60,/->/ncsaCorner.cfm,265,0.25%
61,/coachesList.cfm,263,0.25%
62,/presmessage.cfm,245,0.24%
63,/->/ncsaRef.cfm,239,0.23%
64,/->/clubWeb.cfm,236,0.23%
65,/->/gamesConduct.cfm,232,0.22%
66,/logout.cfm->/index.cfm,224,0.21%
67,/->/gameSchedule.cfm->/calendar.cfm,223,0.21%
68,/formsDownload.cfm,220,0.21%
69,/->/standings.cfm->/,218,0.21%
70,/->/coachespage.cfm,202,0.19%
71,/->/teamFlightDisplay.cfm->/gameSchedule.cfm,193,0.19%
72,/gameSchedule.cfm->/,183,0.18%
73,/clubTeams.cfm->/gameSchedule.cfm,182,0.17%
74,/->/gameSchedule.cfm->/clubReps.cfm->/clubContactDetails.cfm,182,0.17%
75,/refereeFee.cfm,182,0.17%
76,/->/playerspage.cfm->/gameSchedule.cfm,181,0.17%
77,/->/gameSchedule.cfm->/clubTeams.cfm->/gameSchedule.cfm,181,0.17%
78,/mission.cfm,180,0.17%
79,/loginHome.cfm->/login.cfm->/loginAction.cfm->/loginHome.cfm,178,0.17%
80,/history.cfm,173,0.17%
81,/newClubApplic.cfm,164,0.16%
82,/->/coachespage.cfm->/gameSchedule.cfm,161,0.15%
83,/->/coachespage.cfm->/coachesList.cfm,155,0.15%
84,/->/clubReps.cfm->/clubContactDetails.cfm->/clubTeams.cfm,153,0.15%
85,/contactList.cfm,152,0.15%
86,/->/gameSchedule.cfm->/clubContacts.cfm,150,0.14%
87,/->/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCorner.cfm->/ncsaCornerList.cfm,145,0.14%
88,/teamFlightDisplay.cfm->/gameSchedule.cfm,145,0.14%
89,/->/login.cfm,144,0.14%
90,/calendar.cfm->/gameSchedule.cfm,142,0.14%
91,/gamesConduct.cfm,140,0.13%
92,/->/standings.cfm->/teamFlightDisplay.cfm,137,0.13%
93,/->/gamesConduct.cfm->/,137,0.13%
94,/->/gameSchedule.cfm->/ncsaCorner.cfm->/ncsaCornerList.cfm,136,0.13%
95,/externalLinks.cfm,134,0.13%
96,/->/teamFlightDisplay.cfm->/calendar.cfm,133,0.13%
97,/->/parentspage.cfm->/gameSchedule.cfm,119,0.11%
98,/->/clubReps.cfm,117,0.11%
99,/contactUs.cfm,116,0.11%
100,/->/formsDownload.cfm,113,0.11%
101,/historyScore.cfm,110,0.11%
102,/->/gameSchedule.cfm->/coachespage.cfm->/coachesList.cfm,110,0.11%
103,/->/gameSchedule.cfm->/playerspage.cfm,109,0.10%
104,/->/gameSchedule.cfm->/standings.cfm->/,106,0.10%
105,/->/gameSchedule.cfm->/coachespage.cfm,104,0.10%
106,/->/playerspage.cfm,103,0.10%
107,/->/history.cfm->/historyFinalSTD.cfm,99,0.10%
108,/clubContactDetails.cfm->/gameSchedule.cfm,96,0.09%
109,/->/gameSchedule.cfm->/standings.cfm->/gamesConduct.cfm->/standings.cfm,95,0.09%
110,/->/clubReps.cfm->/clubContactDetails.cfm->/gameSchedule.cfm,90,0.09%
111,/->/teamFlightDisplay.cfm->/standings.cfm,89,0.09%
112,/teamAppealListApprove.cfm,89,0.09%
113,/->/Fields.cfm->/fields.cfm,88,0.08%
114,/assets/->/,87,0.08%
115,/gameSchedule.cfm->/clubTeams.cfm->/gameSchedule.cfm,86,0.08%
116,/->/gameSchedule.cfm->/standings.cfm->/gamesConduct.cfm,86,0.08%
117,/clubReps.cfm->/clubContactDetails.cfm,85,0.08%
118,/->/clubTeams.cfm->/standings.cfm,84,0.08%
119,/->/login.cfm->/loginAction.cfm->/loginHome.cfm->/readMore.cfm,82,0.08%
120,/ncsaCorner.cfm->/ncsaCornerList.cfm,82,0.08%
121,/gameSchedule.cfm->/clubTeams.cfm,81,0.08%
122,/->/standings.cfm->/playerspage.cfm,81,0.08%
123,/siteIndex.cfm,80,0.08%
124,/->/teamFlightDisplay.cfm->/->/teamFlightDisplay.cfm,78,0.07%
125,/->/clubTeams.cfm->/gameSchedule.cfm->/standings.cfm,77,0.07%
126,/->/assets/,76,0.07%
127,/->/refereeFee.cfm,76,0.07%
128,/contactEdit.cfm,75,0.07%
129,/regTeamList.cfm,74,0.07%
130,/->/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCornerPost.cfm->/ncsaCornerList.cfm,73,0.07%
131,/->/gameSchedule.cfm->/clubReps.cfm->/clubContactDetails.cfm->/clubTeams.cfm,73,0.07%
132,/->/standings.cfm->/clubTeams.cfm,72,0.07%
133,/->/assets/->/,71,0.07%
134,/->/login.cfm->/loginHome.cfm->/loginAction.cfm,70,0.07%
135,/loginhome.cfm,68,0.07%
136,/->/standings.cfm->/ncsaCorner.cfm->/ncsaCornerList.cfm,66,0.06%
137,/->/login.cfm->/loginAction.cfm->/login.cfm,66,0.06%
138,/->/coachespage.cfm->/readMore.cfm,64,0.06%
139,/->/gameSchedule.cfm->/standings.cfm->/teamFlightDisplay.cfm,63,0.06%
140,/->/teamFlightDisplay.cfm->/gameSchedule.cfm->/teamFlightDisplay.cfm,62,0.06%
141,/->/standings.cfm->/gameSchedule.cfm->/,62,0.06%
142,/->/externalLinks.cfm,62,0.06%
143,/faq.cfm,60,0.06%
144,/->/clubWeb.cfm->/,59,0.06%
145,/->/gameSchedule.cfm->/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCornerPost.cfm,58,0.06%
146,/viewReports.cfm,57,0.05%
147,/->/teamFlightDisplay.cfm->/,56,0.05%
148,/->/gameSchedule.cfm->/clubTeams.cfm->/standings.cfm,56,0.05%
149,/->/gameSchedule.cfm->/ncsaCorner.cfm,55,0.05%
150,/->/clubReps.cfm->/clubTeams.cfm,55,0.05%
151,/->/standings.cfm->/clubReps.cfm->/clubContactDetails.cfm,55,0.05%
152,/->/readMore.cfm->/gameSchedule.cfm->/standings.cfm,52,0.05%
153,/clubContactDetails.cfm->/fieldDirections.cfm,52,0.05%
154,/gameSchedule.cfm->/coachespage.cfm,52,0.05%
155,/gameSchedule.cfm->/playerspage.cfm,51,0.05%
156,/->/gameSchedule.cfm->/playerspage.cfm->/gameSchedule.cfm,51,0.05%
157,/teamEdit.cfm,50,0.05%
158,/readMore.cfm->/gameSchedule.cfm,49,0.05%
159,/->/coachespage.cfm->/clubTeams.cfm,49,0.05%
160,/->/gameSchedule.cfm->/coachespage.cfm->/gameSchedule.cfm,49,0.05%
161,/->/coachespage.cfm->/clubContacts.cfm,49,0.05%
162,/ncsaCornerList.cfm->/ncsaCornerPost.cfm,48,0.05%
163,/->/clubReps.cfm->/clubContactDetails.cfm->/clubReps.cfm->/clubContactDetails.cfm,48,0.05%
164,/->/readMore.cfm->/standings.cfm,48,0.05%
165,/playerspage.cfm->/gameSchedule.cfm,48,0.05%
166,/assets/,47,0.05%
167,/teamCreate.cfm,47,0.05%
168,/->/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCornerPost.cfm->/ncsaCornerList.cfm->/ncsaCornerPost.cfm,46,0.04%
169,/->/standings.cfm->/coachespage.cfm,46,0.04%
170,/->/gameSchedule.cfm->/standings.cfm->/clubTeams.cfm,46,0.04%
171,/fields.cfm->/fieldDirections.cfm,45,0.04%
172,/standings.cfm->/teamFlightDisplay.cfm,45,0.04%
173,/->/Fields.cfm,44,0.04%
174,/->/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCornerPost.cfm,44,0.04%
175,/clubContacts.cfm->/gameSchedule.cfm,43,0.04%
176,/->/playerspage.cfm->/standings.cfm,43,0.04%
177,/->/login.cfm->/loginAction.cfm->/login.cfm->/loginAction.cfm->/login.cfm,43,0.04%
178,/->/parentspage.cfm,41,0.04%
179,/->/calendar.cfm->/gameSchedule.cfm,41,0.04%
180,/->/clubTeams.cfm->/clubReps.cfm->/clubContactDetails.cfm,41,0.04%
181,/->/gameSchedule.cfm->/clubReps.cfm->/clubContactDetails.cfm->/gameSchedule.cfm,40,0.04%
182,/->/gameSchedule.cfm->/standings.cfm->/calendar.cfm,40,0.04%
183,/->/clubReps.cfm->/clubContactDetails.cfm->/clubTeams.cfm->/gameSchedule.cfm,40,0.04%
184,/->/login.cfm->/loginAction.cfm->/loginHome.cfm->/finesListAll.cfm,40,0.04%
185,/->/gameSchedule.cfm->/history.cfm->/historyFinalSTD.cfm,39,0.04%
186,/calendar.cfm->/teamFlightDisplay.cfm,38,0.04%
187,/->/standings.cfm->/gameSchedule.cfm->/clubTeams.cfm,38,0.04%
188,/->/clubReps.cfm->/clubContactDetails.cfm->/standings.cfm,38,0.04%
189,/->/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCornerPost.cfm->/ncsaCorner.cfm->/ncsaCornerList.cfm,38,0.04%
190,/fieldDirections.cfm->/ncsaCornerPost.cfm,38,0.04%
191,/ncsaCorner.cfm->/ncsaCornerList.cfm->/ncsaCornerPost.cfm,38,0.04%
192,/->/clubTeams.cfm->/clubContacts.cfm,37,0.04%
193,/clubContactDetails.cfm->/standings.cfm,37,0.04%
194,/->/clubTeams.cfm->/teamFlightDisplay.cfm,37,0.04%
195,/->/coachespage.cfm->/coachesList.cfm->/gameSchedule.cfm,36,0.03%
196,/->/gameSchedule.cfm->/login.cfm,36,0.03%
197,/->/clubContacts.cfm->/boardContacts.cfm,36,0.03%
198,/->/gameSchedule.cfm->/coachespage.cfm->/clubTeams.cfm,36,0.03%
199,/->/gameSchedule.cfm->/coachespage.cfm->/readMore.cfm,36,0.03%
200,/->/gameSchedule.cfm->/standings.cfm->/coachespage.cfm,35,0.03%


Top Referring Domains
Most linked domains
Rank#,Domain,Hits
1,No Referrer,5112439
Top Referring URLs
Rank#,URL,Hits
1,No Referrer,5112439


Top Search Engines
Rank#,Search Engine,Hits
1,Northern Light,0
2,Netscape Search,0
3,Overture/GOTO.COM/Go.com,0
4,Search.com,0
5,Mamma.com,0
6,Metacrawler(Go2Net),0
7,MSN Search,0
8,iWon,0
9,Yahoo,0
10,ilse,0
11,Swiss Search Engine: Search.ch,0
12,Teoma,0
13,WWW.FIREBALL.DE,0
14,AOL Search,0
15,DirectHit,0
16,AskJeeves,0
17,Dogpile,0
18,Excite,0
19,About.com,0
20,Altavista,0
21,Lycos,0
22,LookSmart,0
23,HotBot(Lycos),0
24,FAST/All The Web,0
25,Goo.net.jp,0
26,Google,0
Top Search Phrases and keywords
Rank#,Search Phrases,Counts,Rank#,Search words,Counts
Top Search Phrases on each Search Engine
Rank#,Search Phrases,Count
Google (0 Hits)
Yahoo (0 Hits)
MSN Search (0 Hits)
Altavista (0 Hits)
AOL Search (0 Hits)
Lycos (0 Hits)
HotBot(Lycos) (0 Hits)
Overture/GOTO.COM/Go.com (0 Hits)
Netscape Search (0 Hits)
Excite (0 Hits)
WWW.FIREBALL.DE (0 Hits)
DirectHit (0 Hits)
LookSmart (0 Hits)
Dogpile (0 Hits)
Metacrawler(Go2Net) (0 Hits)
Search.com (0 Hits)
About.com (0 Hits)
iWon (0 Hits)
FAST/All The Web (0 Hits)
Mamma.com (0 Hits)
AskJeeves (0 Hits)
Northern Light (0 Hits)
Teoma (0 Hits)
ilse (0 Hits)
Swiss Search Engine: Search.ch (0 Hits)
Goo.net.jp (0 Hits)


Web Business Performance Report

General Marketing Performance Report
Campaign Name(Filter Name),None
Total Cost($) ,1,000.00
Total Sales($) ,10,000.00
Total Orders ,100
Total Profit ,9,000.00
ROI ,1000.00
Cost per Day ,5.15
Sales per Day ,51.55
Profit per Day ,46.39
Orders per Day ,0.52
Cost per Order ,10.00
Sales per Order ,100.00
Profit per Order ,90.00
Total Visitors ,371052
Total Unique IPs ,41445
Cost per Visitor ,0.00
Cost per Unique IP ,0.02
Orders per 1000 Visitors,0.27
Orders per 1000 Unique IPs ,2.41
Sales per Visitor ,0.03
Sales per Unique IP ,0.24
Profit per Visitor ,0.02
Profit per Unique IP ,0.22
Total data transferred ,0.00 KB
Cost per MB Traffic ,N/A
Orders per MB Traffic ,N/A
Sales per MB Traffic ,N/A
Profit per MB Traffic ,N/A
Total Page Views ,1990090
Total File Dowmloads ,14215
Cost per Page View ,0.00
Orders per 1000 Page Views ,0.05
Sales per Page View ,0.01
Profit per Page View ,0.00
Cost per File Download ,0.07
Orders per 1000 File Downloads ,7.03
Sales per File Download ,0.70
Profit per File Download ,0.63
Conversion Analysis By Target Web Page Views
Rank#,Page,Visitors, % of Total Visitors,Cost per Visitor($), Conversion Rate(%), Sales per Visitor($), Profit per Visitor($)
Total,,0,0.00,N/A,N/A,N/A,N/A
Conversion Analysis By Target File Downloads
Rank#,Page,Visitors, % of Total Visitors,Cost per Visitor($), Conversion Rate(%), Sales per Visitor($), Profit per Visitor($)
Total,,0,0.00,N/A,N/A,N/A,N/A


Web Access Errors Report
Page Not Found Errors(404 Error)
NO.,Request,Referrer,Count
1,/favicon.ico,No referrer,178186
2,/asp/default.asp,No referrer,9982
3,/asp/Default.asp,No referrer,8553
4,/robots.txt,No referrer,7429
5,/asp/favicon.ico,No referrer,5764
6,/asp/favicon.gif,No referrer,5671
7,/asp/Games_Sched.asp,No referrer,3930
8,/asp/scs_menu.asp,No referrer,2895
9,/asp/Games_Sched_Print.asp?TeamName=FtLee-KernBU
12,No referrer,2099
10,/favicon.gif,No referrer,1810
11,/asp/ComposeMessage.asp?RecId=1&src=board%2B%255
BPLM=0%255D%255BN%255D%2BGET%2Bhttp://www.ncsanj
.com/asp//ComposeMessage.asp?RecId=1&src=board%2
B%255B0,3869,5902%255D%2B-%253E%2B++GET+/asp/Com
poseMessage.asp?RecId=1&src=board%2B%255BPLM=0%2
55D%255BN%255D%2BGET%2Bhttp://www.ncsanj.com/asp
//ComposeMessage.asp?RecId=1&src=board%2B%255B0,
3869,5902%255D%2B-%253E%2B+%5B0,4021,6040%5D+-%3
E+,No referrer,1474
12,/asp/Field_Directions_list.asp,No referrer,938
13,/asp/Games_Sched_ByClub.asp,No referrer,833
14,/asp/SendMail.asp,No referrer,734
15,/asp/Games_Standings.asp,No referrer,721
16,/asp/ComposeMessage.asp?RecId=1&src=board+%5BN%5
D+GET+http://www.ncsanj.com/asp//ComposeMessage.
asp?RecId=1&src=board+%5B0,3869,5902%5D+-%3E,No referrer,599
17,/asp/ComposeMessage.asp?RecId=1&src=board,No referrer,491
18,/asp/Field_Directions_List.asp,No referrer,407
19,/_vti_inf.html,No referrer,402
20,/_vti_bin/shtml.exe/_vti_rpc,No referrer,401
21,/asp/clubs_List.asp,No referrer,351
22,/asp/Games_standings.asp,No referrer,351
23,/asp/Games_Sched_Menu.asp,No referrer,341
24,/apple-touch-icon.png,No referrer,337
25,/scs_menu.htm,No referrer,330
26,/docs/Fall2008DivisionChampions.xls,No referrer,322
27,/MSOffice/cltreq.asp?UL=1&ACT=4&BUILD=8164&STRMV
ER=4&CAPREQ=0,No referrer,307
28,/_vti_bin/owssvr.dll?UL=1&ACT=4&BUILD=8164&STRMV
ER=4&CAPREQ=0,No referrer,307
29,/asp/Field_Directions.asp?ClubId=108&Field=FIELD
STONE+FIELD++%231,No referrer,297
30,/asp/ComposeMessage.asp?RecId=1&src=board+%5BN%5
D+GET+http://www.ncsanj.com/asp//ComposeMessage.
asp?RecId=1&src=board+%5B0,3869,5902%5D+-%3E+,No referrer,272
31,/images/NCSA.gif,No referrer,244
32,/apple-touch-icon-precomposed.png,No referrer,241
33,/asp/Field_Directions.asp?ClubId=108&Field=PASCA
CK+HILLS+HIGH+SCHOOL,No referrer,218
34,/asp/PlayAge_Calc.asp,No referrer,216
35,/asp/Board_List.asp,No referrer,209
36,/asp/,No referrer,202
37,/Pres.htm,No referrer,199
38,/_vti_bin/owssvr.dll?UL=1&ACT=4&BUILD=6211&STRMV
ER=4&CAPREQ=0,No referrer,193
39,/MSOffice/cltreq.asp?UL=1&ACT=4&BUILD=6211&STRMV
ER=4&CAPREQ=0,No referrer,192
40,/MSOffice/cltreq.asp?UL=1&ACT=4&BUILD=6551&STRMV
ER=4&CAPREQ=0,No referrer,166
41,/_vti_bin/owssvr.dll?UL=1&ACT=4&BUILD=6551&STRMV
ER=4&CAPREQ=0,No referrer,165
42,/images/NCSANJ.JPG,No referrer,157
43,/asp/Login.asp,No referrer,145
44,/rules.htm,No referrer,144
45,/asp/Board.asp,No referrer,140
46,/asp/Field_Directions_List.asp?ClubId=77,No referrer,121
47,/asp/Games_Sched_ByClub.asp?ClubNameSel=DenofLio
ns,No referrer,121
48,/asp/Coaches_List.asp?Mode=0&ClubId=185,No referrer,114
49,/asp/Coaches_List.asp?Mode=0&ClubId=91,No referrer,114
50,/rules.asp,No referrer,112
51,/directions.htm,No referrer,110
52,/mirror.htm,No referrer,100
53,/images/schedule_ban.gif,No referrer,98
54,/asp/Games_Sched_Print.asp?TeamNameSel=DenofLion
s-VelasquezBU11,No referrer,93
55,/asp/Referee/Ref_Main.asp,No referrer,92
56,/default.htm,No referrer,91
57,/asp/Games_Sched.asp?TeamNameSel=RamValleySC-Gre
enfield,No referrer,87
58,/asp/Forum/Forum_Main.asp,No referrer,87
59,/Download_Service.htm,No referrer,82
60,/asp/Coaches_List.asp?Mode=0&ClubId=170,No referrer,77
61,/Default.asp,No referrer,76
62,/asp/Games_Sched_ByDiv.asp,No referrer,75
63,/asp/Games_Sched_ByFld.asp,No referrer,74
64,/asp/calendar.asp,No referrer,74
65,/asp/ComposeMessage.asp?RecId=1&src=board%2B%255
B0,3869,5902%255D%2B-%253E%2B,No referrer,73
66,/asp/Games_Standings.asp?DivID=B08C,No referrer,71
67,/default.asp,No referrer,68
68,/images/menu.gif,No referrer,66
69,/asp/Coaches_List.asp?Mode=0&ClubId=144,No referrer,64
70,/framed.htm,No referrer,64
71,/asp/Games_Standings.asp?DivId=B11P,No referrer,63
72,/asp/Coaches_List.asp?Mode=0&ClubId=95,No referrer,62
73,/asp/Games_standings.asp?DivId=B09CW,No referrer,61
74,/asp/Games_Sched.asp?TeamNameSel=Bayonne-Ulloa,No referrer,60
75,/asp/Common/Sniffer.js,No referrer,60
76,/asp/Games_Sched.asp?TeamNameSel=Bayonne-Dias,No referrer,58
77,/asp/Games_standings.asp?DivId=G12CW,No referrer,57
78,/asp/Games_Sched_Print.asp?TeamNameSel=DenofLion
s-Cunha,No referrer,54
79,/asp/Games_Sched.asp?TeamNameSel=Bayonne-Major,No referrer,53
80,/asp/Clubs_Display.asp?ClubId=108,No referrer,53
81,/docs/NCSADC.htm,No referrer,52
82,/asp/ComposeMessage.asp?RecId=110&src=club,No referrer,50
83,/asp/Clubs_Display.asp?ClubId=101,No referrer,50
84,/asp/Field_Directions_List.asp?ClubId=101,No referrer,50
85,/asp/Games_Sched_Print.asp?TeamNameSel=DenofLion
s-PereiraGU12,No referrer,50
86,/asp/Games_standings.asp?DivId=G14B,No referrer,49
87,/asp/Clubs_Display.asp?ClubId=85,No referrer,47
88,/asp/Clubs_List.asp,No referrer,47
89,/asp/Field_Directions_List.asp?ClubId=75,No referrer,47
90,/asp/Field_Directions_List.asp?ClubId=117,No referrer,46
91,/asp/Clubs_Display.asp?ClubId=74,No referrer,46
92,/asp/Games_Sched.asp?TeamNameSel=Bayonne-Petraki
an,No referrer,46
93,/asp/Clubs_Display.asp?ClubId=103,No referrer,46
94,/asp/Clubs_Display.asp?ClubId=65,No referrer,45
95,/asp/Field_Directions_List.asp?ClubId=91,No referrer,45
96,/asp/Clubs_Display.asp?ClubId=99,No referrer,45
97,/asp/Games_standings.asp?DivId=G10C,No referrer,44
98,/asp/Field_Directions.asp?ClubId=122&Field=GOFFL
E+BROOK+PARK+%231,No referrer,44
99,/asp/Games_standings.asp?DivId=G09E,No referrer,43
100,/asp/Clubs_Display.asp?ClubId=91,No referrer,43
101,/develop.htm,No referrer,42
102,/asp/Games_Sched.asp?TeamNameSel=RamValleySC-Gal
vis,No referrer,42
103,/asp/Field_Directions_List.asp?ClubId=100,No referrer,42
