GameID,Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
20219,2933,G08B,09/27/2009,09:30 AM,RYSA-HighMtn,1033,Torpedoes-G08B-Moran,1193,RYSA-G08B-Bucci
20231,2947,G08B,10/25/2009,09:00 AM,RYSA-HighMtn,1085,Maroons-G08B-Bennett,1193,RYSA-G08B-Bucci
20234,2951,G08B,11/01/2009,09:00 AM,RYSA-HighMtn,1549,NoValley-G08B-Chavez,1193,RYSA-G08B-Bucci
20239,2955,G08B,11/08/2009,09:00 AM,RYSA-HighMtn,1303,RamapoValley-G08B-Palmer,1193,RYSA-G08B-Bucci
20243,2958,G08B,11/15/2009,09:00 AM,RYSA-HighMtn,1034,Torpedoes-G08B-Winiarski,1193,RYSA-G08B-Bucci
