GameID,Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
9156,4731,G19P,03/29/2009,09:30 AM,CJS-Houlihan,456,Rutherford-G19P-Soto,375,CentralJerseyStars-G19P-Hertell
9159,4734,G19P,04/05/2009,09:30 AM,CJS-Houlihan,344,RYSA-G19P-Calderon,375,CentralJerseyStars-G19P-Hertell
9164,4739,G19P,04/19/2009,09:30 AM,CJS-Houlihan,733,Clarkstown-G19P-Miller,375,CentralJerseyStars-G19P-Hertell
9167,4742,G19P,04/26/2009,09:30 AM,CJS-Houlihan,447,NoValley-G19P-Katzman,375,CentralJerseyStars-G19P-Hertell
9168,4743,G19P,05/03/2009,09:30 AM,CJS-Houlihan,576,WayneSC-G19P-Bivona,375,CentralJerseyStars-G19P-Hertell
