GameID,Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
69713,34122,B10A,04/02/2011,01:00 PM,NWK-IndependencePark,830,,3581,Ironbound-B10A-Vieira
69693,34102,B18R,04/02/2011,09:00 AM,NWK-IronbdStadium,830,,4026,Ironbound-B18R-DaRocha
69694,34103,B18R,04/02/2011,01:00 PM,NWK-IronbdStadium,830,,4026,Ironbound-B18R-DaRocha
66228,30758,B10A,04/03/2011,09:00 AM,NWK-IndependencePark,3385,NoValley-B10A-Gwon,3582,Ironbound-B10A-Rosamilia
66036,30448,B09A,04/03/2011,10:30 AM,NWK-IndependencePark,3503,Maroons-B09A-Henni,3579,Ironbound-B09A-Sousa
67111,30351,B08D,04/03/2011,12:00 PM,NWK-IndependencePark,3500,Maroons-B08D-Boogaert,3578,Ironbound-B08D-Amorim 
66230,30760,B10A,04/03/2011,01:30 PM,NWK-IndependencePark,3708,Monroe-Wood-B10A-Lagarde,3583,Ironbound-B10A-JoseNeves
66178,30708,B09DW,04/03/2011,03:00 PM,NWK-IndependencePark,3420,Tenafly-B09DW-Lee,3580,Ironbound-B09DW-Amorim 
66227,30757,B10A,04/03/2011,04:30 PM,NWK-IndependencePark,3223,Montclair-B10A-Carney,3581,Ironbound-B10A-Vieira
69696,34105,B17R,04/03/2011,11:00 AM,NWK-IronbdStadium,830,,4025,Ironbound-B17R-Marques
69695,34104,B16R,04/03/2011,01:00 PM,NWK-IronbdStadium,830,,4024,Ironbound-B16R-Soares
67384,31332,B12A,04/03/2011,11:00 AM,NWK-Riverbank,3630,GlenRock-B12A-Ray,3585,Ironbound-B12A-Fernandes
69698,34107,B12R,04/03/2011,01:00 PM,NWK-Riverbank,830,,4020,Ironbound-B12R-Velazquez
69562,33971,G19D,04/03/2011,04:30 PM,NWK-Riverbank,3987,WayneSC-G19D-Hall,3586,Ironbound-G19D-Valencia
66395,31969,B15A,04/03/2011,12:00 AM,TEAM DROPPED,3449,Thistle-B15A-DosSantos,3784,Ironbound-B15A-Tripaldi
69714,34123,B15R,04/08/2011,07:30 PM,NWK-IronbdStadium,830,,4023,Ironbound-B15R-Pinho
69716,34125,B10A,04/09/2011,03:00 PM,NWK-IndependencePark,830,,3583,Ironbound-B10A-JoseNeves
69715,34124,B16R,04/09/2011,01:00 PM,NWK-IronbdStadium,830,,4024,Ironbound-B16R-Soares
69717,34126,B14R,04/09/2011,09:00 AM,NWK-Riverbank,830,,4022,Ironbound-B14R-Teixeira
69718,34127,B12A,04/09/2011,05:00 PM,NWK-Riverbank,830,,3585,Ironbound-B12A-Fernandes
66039,30451,B09A,04/10/2011,10:30 AM,NWK-IndependencePark,3410,RiverDell-B09A-Breslin,3579,Ironbound-B09A-Sousa
68146,30219,B08A,04/10/2011,12:00 PM,NWK-IndependencePark,3733,WorldClassFC-B08A-daSilva,3575,Ironbound-B08A-RomeuNeves
68189,30262,B08B,04/10/2011,01:30 PM,NWK-IndependencePark,3205,Mahwah-B08B-Kayal,3576,Ironbound-B08B-Diaz
69719,34128,B10A,04/10/2011,06:00 PM,NWK-IndependencePark,830,,3581,Ironbound-B10A-Vieira
69722,34131,B15R,04/10/2011,03:00 PM,NWK-IronbdStadium,830,,4023,Ironbound-B15R-Pinho
67583,31756,B13P,04/10/2011,10:45 AM,NWK-Riverbank,3278,Montclair-B13P-Keys,3890,Ironbound-B13P-Remias
69721,34130,B15R,04/10/2011,12:30 PM,NWK-Riverbank,830,,4019,Ironbound-B15R-Teixeira
69738,34147,B14R,04/10/2011,04:00 PM,NWK-Riverbank,830,,4022,Ironbound-B14R-Teixeira
66234,30764,B10A,04/15/2011,07:30 PM,NWK-IndependencePark,3446,Thistle-B10A-Salisbury,3581,Ironbound-B10A-Vieira
69755,34164,B10A,04/16/2011,06:00 PM,NWK-IndependencePark,830,,3582,Ironbound-B10A-Rosamilia
69746,34155,B12R,04/16/2011,01:00 PM,NWK-Riverbank,830,,4020,Ironbound-B12R-Velazquez
66189,30719,B09DW,04/17/2011,11:15 AM,NWK-IndependencePark,3891,Dumont-B09DW-Wehner,3580,Ironbound-B09DW-Amorim 
68152,30225,B08A,04/17/2011,01:00 PM,NWK-IndependencePark,3281,Torpedoes-B08A-Chesney,3575,Ironbound-B08A-RomeuNeves
66239,30769,B10A,04/17/2011,06:00 PM,NWK-IndependencePark,3581,Ironbound-B10A-Vieira,3582,Ironbound-B10A-Rosamilia
69570,33979,G19D,04/17/2011,10:00 AM,NWK-IronbdStadium,3614,Stingrays-G19D-Burke,3586,Ironbound-G19D-Valencia
69747,34156,B16R,04/17/2011,12:00 PM,NWK-IronbdStadium,830,,4024,Ironbound-B16R-Soares
67586,31759,B13P,04/17/2011,09:00 AM,NWK-Riverbank,3589,SCVistula-B13P-Jablonski,3890,Ironbound-B13P-Remias
67395,31343,B12A,04/17/2011,11:00 AM,NWK-Riverbank,3471,Stingrays-B12A-DeGannes,3585,Ironbound-B12A-Fernandes
69752,34161,B18R,04/17/2011,12:00 PM,NWK-Rutgers,830,,4026,Ironbound-B18R-DaRocha
69753,34162,B17R,04/17/2011,02:00 PM,NWK-Rutgers,830,,4025,Ironbound-B17R-Marques
69754,34163,B15R,04/17/2011,04:00 PM,NWK-Rutgers,830,,4023,Ironbound-B15R-Pinho
66420,31994,B15B,04/17/2011,12:00 AM,TEAM DROPPED,3978,RdgfldRoyalStrikers-B15B-Parra,3785,Ironbound-B15B-Cunha
69762,34171,B17R,04/20/2011,07:30 PM,NWK-IronbdStadium,830,,4025,Ironbound-B17R-Marques
69743,34152,B18R,04/22/2011,07:30 PM,NWK-IronbdStadium,830,,4026,Ironbound-B18R-DaRocha
67918,31859,B14C,04/23/2011,10:00 AM,NWK-Riverbank,3441,RiverDell-B14C-Hartman,3587,Ironbound-B14C-Teodosio
69770,34179,B16R,04/26/2011,07:30 PM,NWK-IronbdStadium,830,,4024,Ironbound-B16R-Soares
66048,30460,B09A,04/30/2011,09:30 AM,NWK-IndependencePark,3623,GlenRock-B09A-Gonzalez,3579,Ironbound-B09A-Sousa
69787,34196,B10A,04/30/2011,01:00 PM,NWK-IndependencePark,830,,3583,Ironbound-B10A-JoseNeves
69785,34194,B17R,04/30/2011,01:00 PM,NWK-IronbdStadium,830,,4025,Ironbound-B17R-Marques
69792,34201,B17R,04/30/2011,05:00 PM,NWK-IronbdStadium,830,,4025,Ironbound-B17R-Marques
68157,30230,B08A,05/01/2011,12:00 PM,NWK-IndependencePark,3753,Clarkstown-B08A-Kcira,3575,Ironbound-B08A-RomeuNeves
67127,30367,B08D,05/01/2011,01:30 PM,NWK-IndependencePark,3618,Spartan-B08D-Hegyi,3578,Ironbound-B08D-Amorim 
68154,30227,B08A,05/01/2011,03:00 PM,NWK-IndependencePark,3381,NoValley-B08A-Jaeger,3577,Ironbound-B08A-Rengifo
67939,31880,B14C,05/01/2011,09:00 AM,NWK-IronbdStadium,3945,Nutley-B14C-Mattia,3587,Ironbound-B14C-Teodosio
69748,34157,B15R,05/01/2011,01:00 PM,NWK-IronbdStadium,830,,4019,Ironbound-B15R-Teixeira
67359,31307,B11P,05/01/2011,10:45 AM,NWK-Riverbank,3590,SCVistula-B11P-Sala,3584,Ironbound-B11P-Gigante
66424,31998,B15B,05/01/2011,05:45 PM,NWK-Riverbank,3849,Hoboken-B15B-Lucivero,3785,Ironbound-B15B-Cunha
69784,34193,B15R,05/01/2011,10:00 AM,NWK-Rutgers,830,,4023,Ironbound-B15R-Pinho
69790,34199,B15R,05/03/2011,07:30 PM,NWK-IronbdStadium,830,,4023,Ironbound-B15R-Pinho
69772,34181,B10A,05/04/2011,06:00 PM,NWK-IndependencePark,830,,3582,Ironbound-B10A-Rosamilia
69793,34202,B18R,05/04/2011,07:30 PM,NWK-IronbdStadium,830,,4026,Ironbound-B18R-DaRocha
69794,34203,B14R,05/05/2011,07:30 PM,NWK-Riverbank,830,,4022,Ironbound-B14R-Teixeira
66263,30793,B10A,05/06/2011,07:30 PM,NWK-IndependencePark,3591,SCVistula-B10A-Zurawski,3583,Ironbound-B10A-JoseNeves
67349,31297,B11P,05/06/2011,12:00 AM,TBS(SC),3291,Torpedoes-B11P-Finn,3584,Ironbound-B11P-Gigante
69808,34217,B10A,05/07/2011,09:00 AM,AGREE NO PLAY,830,,3581,Ironbound-B10A-Vieira
69809,34218,B10A,05/07/2011,09:00 AM,NWK-IndependencePark,830,,3581,Ironbound-B10A-Vieira
69804,34213,B10A,05/07/2011,01:00 PM,NWK-IndependencePark,830,,3583,Ironbound-B10A-JoseNeves
68160,30233,B08A,05/07/2011,02:30 PM,NWK-IndependencePark,3575,Ironbound-B08A-RomeuNeves,3577,Ironbound-B08A-Rengifo
67124,30364,B08D,05/07/2011,04:00 PM,NWK-IndependencePark,3782,Sportfriends-B08D-Petrone,3578,Ironbound-B08D-Amorim 
66201,30731,B09DW,05/07/2011,05:00 PM,NWK-IndependencePark,3670,Dragons-B09DW-Santulli,3580,Ironbound-B09DW-Amorim 
68199,30272,B08B,05/08/2011,01:30 PM,NWK-IndependencePark,3837,Hoboken-B08B-Pellegrini,3576,Ironbound-B08B-Diaz
69806,34215,B15R,05/08/2011,11:00 AM,NWK-IronbdStadium,830,,4023,Ironbound-B15R-Pinho
66426,32000,B15B,05/08/2011,01:00 PM,NWK-IronbdStadium,3771,FairLawnAllSports-B15B-Beg,3785,Ironbound-B15B-Cunha
69805,34214,B17R,05/08/2011,03:00 PM,NWK-IronbdStadium,830,,4025,Ironbound-B17R-Marques
67365,31313,B11P,05/08/2011,02:15 PM,NWK-Riverbank,3423,Tenafly-B11P-Berenbaum,3584,Ironbound-B11P-Gigante
67593,31766,B13P,05/08/2011,04:00 PM,NWK-Riverbank,3725,RYSA-B13P-Kilday,3890,Ironbound-B13P-Remias
69582,33991,G19D,05/08/2011,06:00 PM,NWK-Riverbank,3538,Torpedoes-G19D-Cullen,3586,Ironbound-G19D-Valencia
69796,34205,B16R,05/08/2011,02:00 PM,NWK-Rutgers,830,,4024,Ironbound-B16R-Soares
69803,34212,B15R,05/08/2011,04:00 PM,NWK-Rutgers,830,,4019,Ironbound-B15R-Teixeira
66402,31976,B15A,05/08/2011,12:00 AM,TEAM DROPPED,3786,Bergenfield-B15A-Rogers,3784,Ironbound-B15A-Tripaldi
67929,31870,B14C,05/14/2011,11:00 AM,NWK-Riverbank,3249,WayneBG-B14C-Bishop,3587,Ironbound-B14C-Teodosio
66251,30781,B10A,05/15/2011,09:00 AM,NWK-IndependencePark,3591,SCVistula-B10A-Zurawski,3582,Ironbound-B10A-Rosamilia
66255,30785,B10A,05/15/2011,01:30 PM,NWK-IndependencePark,3519,Americans-B10A-Mongelli,3583,Ironbound-B10A-JoseNeves
67136,30376,B08D,05/15/2011,03:00 PM,NWK-IndependencePark,3544,Hotspur-B08D-Vatcher,3578,Ironbound-B08D-Amorim 
68204,30277,B08B,05/15/2011,04:30 PM,NWK-IndependencePark,3543,Hotspur-B08B-Emmer,3576,Ironbound-B08B-Diaz
66429,32003,B15B,05/15/2011,01:00 PM,NWK-IronbdStadium,3601,RamapoValley-B15B-Galvis,3785,Ironbound-B15B-Cunha
67596,31769,B13P,05/15/2011,03:00 PM,NWK-Riverbank,3347,Arsenal-B13P-McManus,3890,Ironbound-B13P-Remias
66256,30786,B10A,05/22/2011,09:00 AM,NWK-IndependencePark,3519,Americans-B10A-Mongelli,3582,Ironbound-B10A-Rosamilia
68207,30280,B08B,05/22/2011,10:30 AM,NWK-IndependencePark,3466,Hackensack-B08B-Salguedos,3576,Ironbound-B08B-Diaz
66260,30790,B10A,05/22/2011,12:00 PM,NWK-IndependencePark,3385,NoValley-B10A-Gwon,3581,Ironbound-B10A-Vieira
67141,30381,B08D,05/22/2011,01:30 PM,NWK-IndependencePark,3720,RYSA-B08D-Taylor,3578,Ironbound-B08D-Amorim 
66206,30736,B09DW,05/22/2011,03:00 PM,NWK-IndependencePark,3373,RdgfldPk-B09DW-Connors,3580,Ironbound-B09DW-Amorim 
66257,30787,B10A,05/22/2011,06:00 PM,NWK-IndependencePark,3446,Thistle-B10A-Salisbury,3583,Ironbound-B10A-JoseNeves
66432,32006,B15B,05/22/2011,11:00 AM,NWK-IronbdStadium,3880,CougarSC-B15B-Kurek,3785,Ironbound-B15B-Cunha
67413,31361,B12A,05/22/2011,10:45 AM,NWK-Riverbank,3229,Bayonnne-B12A-Alcantara,3585,Ironbound-B12A-Fernandes
67152,30392,B08D,06/04/2011,04:00 PM,NWK-IndependencePark,3897,CougarUtd-B08D-Spina,3578,Ironbound-B08D-Amorim 
68173,30246,B08A,06/05/2011,12:00 PM,NWK-IndependencePark,3381,NoValley-B08A-Jaeger,3575,Ironbound-B08A-RomeuNeves
66261,30791,B10A,06/05/2011,01:30 PM,NWK-IndependencePark,3708,Monroe-Wood-B10A-Lagarde,3581,Ironbound-B10A-Vieira
68211,30284,B08B,06/05/2011,03:00 PM,NWK-IndependencePark,3456,RiverDell-B08B-Brennan,3576,Ironbound-B08B-Diaz
66067,30479,B09A,06/05/2011,04:30 PM,NWK-IndependencePark,3622,GlenRock-B09A-Daly,3579,Ironbound-B09A-Sousa
68172,30245,B08A,06/05/2011,06:00 PM,NWK-IndependencePark,3753,Clarkstown-B08A-Kcira,3577,Ironbound-B08A-Rengifo
67960,31901,B14C,06/05/2011,12:30 AM,NWK-Riverbank,3525,Americans-B14C-Finkelstein,3587,Ironbound-B14C-Teodosio
67420,31368,B12A,06/05/2011,10:45 AM,NWK-Riverbank,3864,DenofLions-B12A-Najarro,3585,Ironbound-B12A-Fernandes
66408,31982,B15A,06/05/2011,12:00 AM,TEAM DROPPED,3526,Americans-B15A-Schick,3784,Ironbound-B15A-Tripaldi
66267,30797,B10A,06/09/2011,07:30 PM,NWK-IndependencePark,3581,Ironbound-B10A-Vieira,3583,Ironbound-B10A-JoseNeves
66249,30779,B10A,06/11/2011,06:00 PM,NWK-IndependencePark,3582,Ironbound-B10A-Rosamilia,3583,Ironbound-B10A-JoseNeves
66069,30481,B09A,06/12/2011,09:00 AM,NWK-IndependencePark,3285,Torpedoes-B09A-Faustini,3579,Ironbound-B09A-Sousa
68175,30248,B08A,06/12/2011,10:30 AM,NWK-IndependencePark,3281,Torpedoes-B08A-Chesney,3577,Ironbound-B08A-Rengifo
66218,30748,B09DW,06/12/2011,12:00 PM,NWK-IndependencePark,3928,Nutley-B09DW-Vazquez,3580,Ironbound-B09DW-Amorim 
67605,31778,B13P,06/12/2011,12:30 PM,NWK-Riverbank,3391,NoValley-B13P-Loudon,3890,Ironbound-B13P-Remias
66080,30492,B09A,06/18/2011,09:00 AM,NWK-IndependencePark,3993,FtLee-B09A-Park,3579,Ironbound-B09A-Sousa
