GameID,Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
68974,33267,G12CW,03/27/2011,01:30 PM,AVIA-WoodlandPk,3230,Bayonnne-G12CW-Ulloa,3893,WoodRidge-G12CW-Artuso
68979,33272,G12CW,04/03/2011,10:30 AM,WDRDG-Wooddrdg HS,3973,SilverLakeSC-G12CW-Blugh,3893,WoodRidge-G12CW-Artuso
68486,32779,G10D,04/10/2011,03:30 PM,WDRDG-PomponioSmall,3495,FairLawnAllSports-G10D-Mazzola,3895,WoodRidge-G10D-Bothe
67527,31006,B10D,04/16/2011,10:00 AM,WDRDG-PomponioSmall,3422,Tenafly-B10D-Hawkins,3894,WoodRidge-B10D-Fallon
68989,33282,G12CW,04/30/2011,12:00 AM,TBS(R),3280,Warriors-G12CW-Sullivan,3893,WoodRidge-G12CW-Artuso
68991,33284,G12CW,05/01/2011,01:30 PM,AVIA-WoodlandPk,3777,Vikings-G12CW-Rueda,3893,WoodRidge-G12CW-Artuso
67554,31033,B10D,05/08/2011,05:00 PM,WDRDG-PomponioSmall,3237,Aviators-B10D-Behrens,3894,WoodRidge-B10D-Fallon
68528,32821,G10D,05/21/2011,03:30 PM,WDRDG-PomponioSmall,3431,Tenafly-G10D-Toonkel,3895,WoodRidge-G10D-Bothe
67541,31020,B10D,06/04/2011,10:30 AM,WDRDG-PomponioSmall,3728,RYSA-B10D-Yazdi,3894,WoodRidge-B10D-Fallon
69010,33303,G12CW,06/12/2011,01:30 PM,WDRDG-PomponioFull,3918,Rutherford-G12CW-Cairns,3893,WoodRidge-G12CW-Artuso
68521,32814,G10D,06/12/2011,03:30 PM,WDRDG-PomponioSmall,3399,NoValley-G10D-Monfried,3895,WoodRidge-G10D-Bothe
