GameID,Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
15634,3982,G12DB,09/27/2009,04:00 PM,NY-NR-NRSA-D,1104,Maroons-G12DB-Palughi,1220,NoRockland-G12DB-Heavner
15638,3986,G12DB,10/04/2009,02:30 PM,NY-NR-NRSA-B,1467,Mahwah-G12DB-Beramendi,1220,NoRockland-G12DB-Heavner
15643,3991,G12DB,10/25/2009,02:30 PM,NY-NR-NRSA-B,1285,Stingrays-G12DB-DellosReyes,1220,NoRockland-G12DB-Heavner
15645,3993,G12DB,11/01/2009,05:30 PM,NY-NR-NRSA-A,1012,Tenafly-G12DB-Leskin,1220,NoRockland-G12DB-Heavner
15706,4004,G12DB,11/22/2009,09:00 AM,NY-NR-NRSA-B,1173,Vikings-G12DB-Connolly,1220,NoRockland-G12DB-Heavner
