GameID,Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
7455,1361,B09B,06/14/2009,01:00 PM,NWK-IndependencePark,429,NoValley-B09B-LaFronz,749,DenofLions-B09B-Abreu
10120,1699,B10CB,06/14/2009,02:30 PM,NWK-IndependencePark,651,Nutley-B10CB-Geltrude,750,DenofLions-B10CB-Cunha
11183,2771,B16A,03/29/2009,07:00 PM,NWK-IronbdStadium,56,Torpedoes-B16A-Barboto,757,DenofLions-B16A-Cunha
11186,2774,B16A,04/05/2009,03:00 PM,NWK-IronbdStadium,519,Hoboken-B16A-Ratto,757,DenofLions-B16A-Cunha
7572,2803,B16B,04/26/2009,12:00 PM,NWK-IronbdStadium,167,Fair Lawn-B16B-Cohen,758,DenofLions-B16B-Machado
10733,2317,B12P,05/03/2009,11:00 AM,NWK-IronbdStadium,561,Ironbound-B12P-Velazquez,754,DenofLions-B12P-Velasquez
7580,2811,B16B,05/10/2009,12:00 PM,NWK-IronbdStadium,65,Torpedoes-B16B-Mele,758,DenofLions-B16B-Machado
10740,2325,B12P,05/31/2009,11:00 AM,NWK-IronbdStadium,432,NoValley-B12P-Walsh,754,DenofLions-B12P-Velasquez
7591,2822,B16B,05/31/2009,03:00 PM,NWK-IronbdStadium,719,Maroons-B16B-Cobb,758,DenofLions-B16B-Machado
11199,2787,B16A,06/07/2009,03:00 PM,NWK-IronbdStadium,664,Quickstrike-B16A-Quick,757,DenofLions-B16A-Cunha
11090,2677,B14C,06/07/2009,05:00 PM,NWK-IronbdStadium,366,Mahwah-B14C-Garino,756,DenofLions-B14C-Baptista
11201,2789,B16A,06/14/2009,03:00 PM,NWK-IronbdStadium,149,NoRockland-B16A-Harm,757,DenofLions-B16A-Cunha
10869,2455,B13D,03/29/2009,09:00 AM,NWK-Riverbank,67,Thistle-B13D-Dunwoodie,755,DenofLions-B13D-Andrade
10258,1838,B11A,03/29/2009,02:15 PM,NWK-Riverbank,353,SCVistula-B11A-Jablonski,751,DenofLions-B11A-Velasquez
8400,3975,G12C,03/29/2009,04:00 PM,NWK-Riverbank,114,WayneBG-G12C-MacMullen,760,DenofLions-G12C-Pereira
11061,2648,B14C,03/29/2009,05:45 PM,NWK-Riverbank,305,Aviators-B14C-Hughes,756,DenofLions-B14C-Baptista
10344,1925,B11BW,04/05/2009,01:00 PM,NWK-Riverbank,410,Americans-B11BW-Popovic,752,DenofLions-B11BW-Marta
10872,2458,B13D,04/05/2009,02:45 PM,NWK-Riverbank,363,Lodi-B13D-Motta,755,DenofLions-B13D-Andrade
10350,1931,B11BW,04/19/2009,03:30 PM,NWK-Riverbank,715,Clarkstown-B11BW-Torres,752,DenofLions-B11BW-Marta
8412,3987,G12C,04/19/2009,05:15 PM,NWK-Riverbank,289,Mahwah-G12C-Cassidy,760,DenofLions-G12C-Pereira
11067,2654,B14C,04/19/2009,07:00 PM,NWK-Riverbank,64,Bayonnne-B14C-Sprague,756,DenofLions-B14C-Baptista
10731,2315,B12P,04/26/2009,11:00 AM,NWK-Riverbank,299,Mahwah-B12P-Sileo,754,DenofLions-B12P-Velasquez
10353,1934,B11BW,04/26/2009,01:00 PM,NWK-Riverbank,372,RdgfldPk-B11BW-Rehrig,752,DenofLions-B11BW-Marta
11076,2663,B14C,05/03/2009,03:45 PM,NWK-Riverbank,355,SCVistula-B14C-Kutyla,756,DenofLions-B14C-Baptista
10735,2320,B12P,05/10/2009,09:00 AM,NWK-Riverbank,717,Clarkstown-B12P-OBrien,754,DenofLions-B12P-Velasquez
10281,1862,B11A,05/10/2009,12:45 PM,NWK-Riverbank,79,NJRangers-B11A-Goodwin,751,DenofLions-B11A-Velasquez
10367,1948,B11BW,05/17/2009,02:15 PM,NWK-Riverbank,239,Hoboken-B11BW-Malamud,752,DenofLions-B11BW-Marta
10285,1866,B11A,05/17/2009,04:00 PM,NWK-Riverbank,530,Montclair-B11A-Williams,751,DenofLions-B11A-Velasquez
11083,2670,B14C,05/17/2009,06:00 PM,NWK-Riverbank,779,Vikings-B14C-Yammarino,756,DenofLions-B14C-Baptista
10892,2478,B13D,05/31/2009,09:00 AM,NWK-Riverbank,808,RYSA-B13D-Rao,755,DenofLions-B13D-Andrade
10291,1872,B11A,05/31/2009,01:00 PM,NWK-Riverbank,672,Maroons-B11A-Cobb,751,DenofLions-B11A-Velasquez
10370,1951,B11BW,05/31/2009,03:00 PM,NWK-Riverbank,480,GlenRock-B11BW-Milbrodt,752,DenofLions-B11BW-Marta
8438,4013,G12C,05/31/2009,05:00 PM,NWK-Riverbank,794,RYSA-G12C-Romaine,760,DenofLions-G12C-Pereira
10895,2481,B13D,06/07/2009,02:45 PM,NWK-Riverbank,572,Dumont-B13D-Pleus,755,DenofLions-B13D-Andrade
8439,4014,G12C,06/07/2009,04:30 PM,NWK-Riverbank,684,Maroons-G12C-Remley,760,DenofLions-G12C-Pereira
10724,2308,B12P,04/05/2009,12:00 PM,TBS(H),34,Torpedoes-B12P-Baumgarten,754,DenofLions-B12P-Velasquez
9766,1342,B09B,05/10/2009,12:00 PM,TBS(H),123,Tenafly-B09B-Berenbaum,749,DenofLions-B09B-Abreu
10300,1881,B11A,06/14/2009,12:00 PM,TBS(H),534,Montclair-B11A-Emily,751,DenofLions-B11A-Velasquez
11209,2797,B16B,04/05/2009,12:00 PM,TBS(V),250,Tenafly-B16B-Dongaris,758,DenofLions-B16B-Machado
8405,3980,G12C,04/05/2009,02:00 PM,TBS(V),249,Spartan-G12C-Magalhaes,760,DenofLions-G12C-Pereira
10881,2467,B13D,05/03/2009,12:00 PM,TBS(V),603,Arsenal-B13D-Lazarus,755,DenofLions-B13D-Andrade
